"id_cliente","sector","antiguedad","ratio_liquidez","endeudamiento","default","trimestre"
"CLI-00998","servicios",7.8,1.653,0.111,0,8
"CLI-00999","comercio",5.7,2.054,0.674,0,3
"CLI-01000","comercio",4.9,1.824,0.279,0,2
"CLI-01001","construccion",2.6,1.541,0.308,0,4
"CLI-01002","servicios",4.4,1.304,0.224,0,6
"CLI-01003","servicios",8.2,1.663,0.333,0,4
"CLI-01004","manufactura",2.7,1.144,0.772,0,5
"CLI-01005","manufactura",1.8,1.096,0.824,0,3
"CLI-01006","agro",2.6,1.049,0.828,0,5
"CLI-01007","agro",6.7,1.441,0.38,0,2
"CLI-01008","manufactura",18.8,1.96,0.721,0,4
"CLI-01009","manufactura",3,1.189,0.177,0,6
"CLI-01010","manufactura",1.1,1.579,0.687,0,8
"CLI-01011","manufactura",6.4,2.356,0.307,0,5
"CLI-01012","construccion",1.6,1.675,0.83,0,2
"CLI-01013","servicios",8,1.605,0.118,0,4
"CLI-01014","manufactura",6.5,1.838,0.429,0,5
"CLI-01015","comercio",12.3,1.935,0.413,0,4
"CLI-01016","servicios",13.7,1.501,0.262,0,5
"CLI-01017","manufactura",17.4,1.587,0.535,0,5
"CLI-01018","construccion",6.3,1.242,0.146,0,2
"CLI-01019","construccion",5,1.297,0.776,0,6
"CLI-01020","comercio",15.1,2.708,0.229,0,7
"CLI-01021","servicios",12.8,1.81,0.459,0,2
"CLI-01022","comercio",4.9,0.951,0.688,0,1
"CLI-01023","agro",6,1.565,0.873,0,4
"CLI-01024","servicios",6.3,1.612,0.122,0,2
"CLI-01025","comercio",3.7,1.625,0.764,1,1
"CLI-01026","servicios",3.4,3.075,0.381,0,2
"CLI-01027","manufactura",4.2,1.674,0.319,0,5
"CLI-01028","servicios",10.1,2.064,0.884,0,1
"CLI-01029","agro",5.1,0.535,0.293,0,4
"CLI-01030","servicios",10.4,1.883,0.603,0,2
"CLI-01031","comercio",6.4,2.041,0.611,0,2
"CLI-01032","manufactura",1.2,1.195,0.755,0,2
"CLI-01033","comercio",5.9,2.984,0.719,0,8
"CLI-01034","comercio",4.1,2.069,0.455,0,3
"CLI-01035","servicios",3.7,1.287,0.695,0,2
"CLI-01036","construccion",7.6,1.537,0.719,0,4
"CLI-01037","manufactura",6.8,1.267,0.325,0,5
"CLI-01038","manufactura",15.7,1.06,0.418,0,8
"CLI-01039","comercio",0.1,2.045,0.347,0,4
"CLI-01040","manufactura",1.8,1.116,0.434,0,1
"CLI-01041","comercio",10.6,0.964,0.157,0,2
"CLI-01042","comercio",5.6,1.936,0.345,0,8
"CLI-01043","construccion",7.3,2.261,0.145,0,1
"CLI-01044","comercio",6,1.433,0.852,0,2
"CLI-01045","comercio",11.4,0.839,0.814,0,8
"CLI-01046","servicios",2.7,1.838,0.273,0,8
"CLI-01047","manufactura",6.1,1.187,0.103,0,1
"CLI-01048","manufactura",6.8,1.321,0.407,0,6
"CLI-01049","comercio",2.7,3.424,0.185,0,4
"CLI-01050","construccion",6.4,1.971,0.507,0,4
"CLI-01051","servicios",4.1,2.189,0.184,0,5
"CLI-01052","construccion",5.4,0.711,0.542,1,7
"CLI-01053","comercio",15.2,0.929,0.136,0,1
"CLI-01054","comercio",5.5,2.082,0.434,0,3
"CLI-01055","servicios",13.7,2.265,0.649,0,2
"CLI-01056","comercio",6.7,1.826,0.121,0,3
"CLI-01057","comercio",6.7,1.555,0.66,0,6
"CLI-01058","comercio",6.4,1.06,0.691,0,4
"CLI-01059","agro",7.7,1.59,0.724,0,3
"CLI-01060","agro",2.7,1.201,0.146,0,7
"CLI-01061","servicios",3.2,0.901,0.881,0,1
"CLI-01062","manufactura",4.2,0.414,0.816,1,3
"CLI-01063","comercio",4.6,0.904,0.492,0,8
"CLI-01064","manufactura",21.6,0.674,0.517,0,2
"CLI-01065","agro",5.7,1.372,0.177,0,3
"CLI-01066","comercio",12.2,2.327,0.279,1,7
"CLI-01067","manufactura",2,1.167,0.229,0,1
"CLI-01068","comercio",12.1,0.455,0.43,0,2
"CLI-01069","servicios",3.2,1.314,0.896,0,8
"CLI-01070","comercio",4.9,0.83,0.711,0,2
"CLI-01071","agro",4.7,1.977,0.45,0,4
"CLI-01072","construccion",4.5,2.358,0.569,0,6
"CLI-01073","servicios",5,0.993,0.484,0,7
"CLI-01074","agro",2,1.9,0.555,0,1
"CLI-01075","agro",0.7,2.64,0.328,0,2
"CLI-01076","manufactura",4.9,2.086,0.218,0,2
"CLI-01077","comercio",3.4,1.312,0.224,0,2
"CLI-01078","manufactura",9.4,2.038,0.826,0,2
"CLI-01079","servicios",5.9,1.683,0.46,0,8
"CLI-01080","servicios",5.7,1.446,0.735,0,8
"CLI-01081","servicios",5.5,1.351,0.782,0,1
"CLI-01082","construccion",1.5,1.934,0.229,0,1
"CLI-01083","construccion",2.5,1.175,0.459,0,8
"CLI-01084","manufactura",2,1.813,0.472,0,8
"CLI-01085","construccion",7.9,1.561,0.243,0,7
"CLI-01086","construccion",5.3,1.838,0.635,0,2
"CLI-01087","servicios",16.4,1.953,0.85,0,2
"CLI-01088","servicios",2.7,0.826,0.715,0,8
"CLI-01089","comercio",6.3,1.378,0.321,0,6
"CLI-01090","construccion",2.5,0.894,0.18,0,1
"CLI-01091","manufactura",13.8,1.362,0.463,0,2
"CLI-01092","construccion",2.4,2.269,0.614,0,3
"CLI-01093","manufactura",2.2,1.844,0.371,0,6
"CLI-01094","manufactura",3.6,1.359,0.402,0,7
"CLI-01095","manufactura",10.8,1.799,0.747,0,3
"CLI-01096","comercio",18.5,1.267,0.426,0,7
"CLI-01097","servicios",5.9,1.409,0.601,0,7
"CLI-01098","manufactura",3.8,0.962,0.491,0,8
"CLI-01099","comercio",5.9,1.442,0.47,0,4
"CLI-01100","agro",16.1,1.372,0.464,0,7
"CLI-01101","construccion",8.1,1.337,0.165,1,1
"CLI-01102","comercio",4.1,1.962,0.438,0,1
"CLI-01103","servicios",1.5,2.27,0.807,0,2
"CLI-01104","manufactura",8.2,2.258,0.822,0,7
"CLI-01105","servicios",9.4,2.457,0.67,0,5
"CLI-01106","comercio",8.9,1.446,0.143,0,3
"CLI-01107","manufactura",14.3,2.004,0.547,0,1
"CLI-01108","servicios",9,0.487,0.774,0,4
"CLI-01109","comercio",5.5,0.809,0.267,0,5
"CLI-01110","manufactura",7.2,2.291,0.338,0,2
"CLI-01111","agro",4.8,2.712,0.235,0,8
"CLI-01112","servicios",6.8,1.533,0.422,0,3
"CLI-01113","comercio",1.8,1.779,0.13,0,7
"CLI-01114","agro",13.5,1.427,0.187,0,3
"CLI-01115","comercio",1.5,1.637,0.472,0,6
"CLI-01116","servicios",5,1.35,0.501,0,7
"CLI-01117","comercio",5.3,1.937,0.417,0,3
"CLI-01118","manufactura",3.2,1.594,0.585,0,1
"CLI-01119","agro",1.4,0.144,0.435,1,8
"CLI-01120","comercio",13.1,1.819,0.335,0,3
"CLI-01121","manufactura",10,0.969,0.778,0,2
"CLI-01122","comercio",3.8,2.034,0.224,0,5
"CLI-01123","construccion",14.2,1.478,0.79,0,8
"CLI-01124","servicios",3.4,1.589,0.897,0,6
"CLI-01125","comercio",9.6,2.319,0.463,0,5
"CLI-01126","servicios",6.3,1.301,0.797,0,1
"CLI-01127","manufactura",10.4,1.247,0.515,0,4
"CLI-01128","servicios",3.2,1.561,0.683,0,6
"CLI-01129","manufactura",4.2,2.106,0.385,0,4
"CLI-01130","servicios",11,2.255,0.797,0,6
"CLI-01131","servicios",2.6,0.942,0.802,0,7
"CLI-01132","servicios",6.2,1.169,0.32,0,2
"CLI-01133","manufactura",5.2,0.282,0.869,1,5
"CLI-01134","comercio",4.2,2.302,0.403,0,3
"CLI-01135","construccion",10.9,1.164,0.243,0,8
"CLI-01136","comercio",1.8,1.726,0.212,0,5
"CLI-01137","manufactura",11,1.441,0.374,0,8
"CLI-01138","manufactura",3.7,1.986,0.222,0,5
"CLI-01139","servicios",3.5,0.719,0.433,0,5
"CLI-01140","manufactura",15.4,1.643,0.894,0,2
"CLI-01141","agro",4.4,1.379,0.636,0,8
"CLI-01142","servicios",6.3,1.447,0.81,0,4
"CLI-01143","comercio",2.9,1.082,0.492,0,5
"CLI-01144","servicios",15.1,1.889,0.162,0,1
"CLI-01145","construccion",11.3,1.577,0.623,0,3
"CLI-01146","construccion",3.1,1.844,0.667,0,6
"CLI-01147","construccion",7.4,1.298,0.576,0,5
"CLI-01148","construccion",8.7,2.234,0.195,0,7
"CLI-01149","agro",6.5,1.162,0.123,1,4
"CLI-01150","manufactura",5.3,1.455,0.166,0,2
"CLI-01151","servicios",6.5,1.86,0.517,0,4
"CLI-01152","comercio",14.8,0.527,0.508,0,3
"CLI-01153","servicios",5.6,1.532,0.35,0,1
"CLI-01154","comercio",3,1.936,0.356,0,6
"CLI-01155","servicios",7.6,1.1,0.308,0,2
"CLI-01156","servicios",12.5,0.512,0.589,0,8
"CLI-01157","construccion",21.2,2.279,0.333,0,7
"CLI-01158","comercio",22.6,1.898,0.35,0,5
"CLI-01159","servicios",18.1,1.463,0.893,0,7
"CLI-01160","comercio",5.5,1.045,0.534,0,5
"CLI-01161","manufactura",4.8,1.405,0.765,0,4
"CLI-01162","construccion",6.5,1.84,0.456,1,1
"CLI-01163","construccion",4.2,1.568,0.644,0,5
"CLI-01164","agro",11.8,0.94,0.408,0,7
"CLI-01165","servicios",11.5,0.379,0.307,0,5
"CLI-01166","servicios",6.7,1.513,0.377,0,5
"CLI-01167","construccion",3.6,2.21,0.889,0,1
"CLI-01168","manufactura",3.4,1.92,0.185,0,3
"CLI-01169","agro",17.4,2.428,0.342,0,4
"CLI-01170","servicios",9.1,1.778,0.507,1,8
"CLI-01171","servicios",5.8,1.236,0.114,0,4
"CLI-01172","servicios",7.1,1.095,0.741,0,5
"CLI-01173","manufactura",2.7,0.47,0.508,1,3
"CLI-01174","servicios",2.2,1.578,0.233,0,8
"CLI-01175","servicios",2.2,1.768,0.88,0,7
"CLI-01176","comercio",8.1,1.346,0.827,0,5
"CLI-01177","manufactura",2.2,1.632,0.13,0,6
"CLI-01178","manufactura",10.9,0.806,0.227,0,8
"CLI-01179","comercio",2.7,1.949,0.511,0,3
"CLI-01180","manufactura",3.7,2.107,0.203,0,3
"CLI-01181","manufactura",12.5,1.916,0.112,0,8
"CLI-01182","servicios",6.8,1.37,0.103,0,6
"CLI-01183","manufactura",7.6,1.321,0.753,0,5
"CLI-01184","comercio",8.1,1.064,0.271,0,8
"CLI-01185","construccion",4.3,1.638,0.546,0,8
"CLI-01186","manufactura",1.3,1.416,0.587,0,8
"CLI-01187","servicios",18.7,1.526,0.342,0,4
"CLI-01188","manufactura",11,1.979,0.662,0,8
"CLI-01189","comercio",4,1.164,0.378,0,2
"CLI-01190","manufactura",6.1,2.168,0.204,0,3
"CLI-01191","manufactura",1.9,1.157,0.616,0,1
"CLI-01192","servicios",8.9,1.093,0.256,0,2
"CLI-01193","comercio",0.8,2.037,0.378,0,8
"CLI-01194","comercio",1.7,1.99,0.544,0,1
"CLI-01195","manufactura",7.9,2.177,0.684,0,8
"CLI-01196","manufactura",2,1.179,0.133,0,2
"CLI-01197","comercio",1.5,2.734,0.313,0,7
"CLI-01198","construccion",3.2,0.846,0.841,1,4
"CLI-01199","comercio",6.3,1.176,0.62,0,7
"CLI-01200","manufactura",5.3,1.76,0.26,0,7
"CLI-01201","construccion",9.4,1.744,0.541,0,8
"CLI-01202","manufactura",4.7,1.962,0.877,0,8
"CLI-01203","manufactura",4,1.711,0.474,0,2
"CLI-01204","comercio",4.2,1.571,0.65,0,6
"CLI-01205","manufactura",12.6,1.61,0.306,0,7
"CLI-01206","construccion",4.9,1.243,0.186,0,4
"CLI-01207","servicios",8.3,2.104,0.178,0,7
"CLI-01208","servicios",4.4,0.757,0.402,0,1
"CLI-01209","manufactura",10.4,0.985,0.171,0,8
"CLI-01210","comercio",12.8,2.196,0.309,0,1
"CLI-01211","manufactura",3.3,1.074,0.294,0,3
"CLI-01212","servicios",4.6,1.111,0.181,0,6
"CLI-01213","comercio",4.9,0.533,0.433,0,1
"CLI-01214","manufactura",3.7,1.531,0.185,0,7
"CLI-01215","manufactura",5.2,1.175,0.294,0,3
"CLI-01216","comercio",12,0.723,0.773,0,8
"CLI-01217","comercio",2.3,1.763,0.818,1,3
"CLI-01218","agro",12,1.161,0.654,0,8
"CLI-01219","construccion",4.3,1.738,0.502,0,4
"CLI-01220","comercio",10.8,1.121,0.874,0,7
"CLI-01221","servicios",10.5,1.543,0.757,0,7
"CLI-01222","manufactura",8.4,0.767,0.641,0,4
"CLI-01223","comercio",6.7,2.518,0.315,0,1
"CLI-01224","comercio",3.6,1.399,0.212,0,1
"CLI-01225","agro",6.3,1.131,0.522,0,4
"CLI-01226","manufactura",15.2,1.351,0.294,0,6
"CLI-01227","manufactura",6.8,2.061,0.801,0,1
"CLI-01228","agro",0.4,1.356,0.295,0,2
"CLI-01229","manufactura",1.7,1.492,0.329,0,1
"CLI-01230","manufactura",5.6,1.804,0.791,0,4
"CLI-01231","comercio",6.4,1.187,0.624,0,8
"CLI-01232","construccion",4,1.875,0.206,0,6
"CLI-01233","manufactura",10.9,1.594,0.562,0,8
"CLI-01234","servicios",10.6,1.115,0.164,0,7
"CLI-01235","comercio",7.9,1.438,0.403,0,8
"CLI-01236","comercio",4.5,2.075,0.183,0,6
"CLI-01237","servicios",11.5,1.863,0.403,0,7
"CLI-01238","construccion",3.2,0.918,0.754,0,4
"CLI-01239","servicios",4.3,1.386,0.585,0,6
"CLI-01240","comercio",5.7,1.072,0.628,0,7
"CLI-01241","construccion",5.4,1.224,0.158,0,2
"CLI-01242","agro",1.5,1.675,0.534,0,7
"CLI-01243","comercio",11.5,2.027,0.296,0,1
"CLI-01244","comercio",6.7,1.959,0.4,0,3
"CLI-01245","comercio",7.5,1.894,0.464,0,5
"CLI-01246","comercio",2.2,1.557,0.767,0,8
"CLI-01247","servicios",6,1.42,0.637,0,7
"CLI-01248","manufactura",4.4,1.999,0.628,0,1
"CLI-01249","servicios",14.7,2.248,0.868,0,8
"CLI-01250","manufactura",10.7,0.948,0.194,0,8
"CLI-01251","agro",16.5,1.078,0.26,0,2
"CLI-01252","manufactura",3.3,1.398,0.575,0,7
"CLI-01253","manufactura",2,1.107,0.596,0,7
"CLI-01254","agro",6.4,1.294,0.4,0,7
"CLI-01255","servicios",21,1.582,0.471,0,8
"CLI-01256","comercio",13.7,1.591,0.706,1,6
"CLI-01257","servicios",5.6,2.298,0.448,0,4
"CLI-01258","comercio",3.4,0.964,0.629,0,2
"CLI-01259","manufactura",11.5,1.208,0.468,0,8
"CLI-01260","servicios",2.5,1.451,0.788,0,4
"CLI-01261","comercio",2.6,1.322,0.138,0,1
"CLI-01262","agro",3.5,0.473,0.651,0,2
"CLI-01263","comercio",8.3,1.714,0.455,0,2
"CLI-01264","comercio",3.8,1.696,0.177,0,8
"CLI-01265","servicios",1.1,1.569,0.377,1,4
"CLI-01266","servicios",5.6,1.174,0.666,0,5
"CLI-01267","servicios",2.3,2.553,0.438,0,7
"CLI-01268","agro",9,0.678,0.71,0,3
"CLI-01269","comercio",2.6,1.887,0.536,0,1
"CLI-01270","manufactura",2.7,2.264,0.239,0,6
"CLI-01271","manufactura",11.8,0.609,0.85,0,2
"CLI-01272","servicios",4.3,1.158,0.334,0,3
"CLI-01273","comercio",0.9,1.896,0.623,0,2
"CLI-01274","manufactura",1.1,1.98,0.682,0,1
"CLI-01275","construccion",2.4,1.504,0.277,0,1
"CLI-01276","construccion",4.2,1.594,0.536,0,3
"CLI-01277","manufactura",5.9,1.747,0.681,0,3
"CLI-01278","comercio",8.1,1.599,0.522,0,4
"CLI-01279","manufactura",2.2,1.476,0.879,0,7
"CLI-01280","manufactura",0.9,1.194,0.131,0,3
"CLI-01281","servicios",15.3,0.905,0.831,0,8
"CLI-01282","servicios",7.1,1.635,0.877,0,4
"CLI-01283","comercio",1.8,1.571,0.38,0,3
"CLI-01284","manufactura",0.1,1.773,0.141,0,6
"CLI-01285","construccion",3.9,1.106,0.107,1,5
"CLI-01286","servicios",0.8,1.906,0.264,0,5
"CLI-01287","comercio",4.9,1.972,0.606,0,8
"CLI-01288","servicios",2,1.367,0.824,0,1
"CLI-01289","comercio",4.2,1.528,0.887,0,6
"CLI-01290","construccion",10.6,2.608,0.196,0,7
"CLI-01291","comercio",4.4,1.002,0.762,0,5
"CLI-01292","construccion",8.3,1.292,0.34,0,8
"CLI-01293","manufactura",11.8,1.508,0.869,0,5
"CLI-01294","manufactura",8.8,2.706,0.658,0,3
"CLI-01295","manufactura",2.6,1.429,0.54,0,7
"CLI-01296","agro",5.7,1.544,0.107,0,6
"CLI-01297","comercio",9.7,0.737,0.721,0,4
"CLI-01298","manufactura",18.3,1.958,0.272,0,7
"CLI-01299","manufactura",8.1,1.475,0.12,0,8
"CLI-01300","manufactura",14.2,1.36,0.504,0,4
"CLI-01301","servicios",0.7,0.756,0.559,0,6
"CLI-01302","comercio",1.6,2.014,0.861,0,1
"CLI-01303","servicios",2.2,1.516,0.799,0,8
"CLI-01304","servicios",13.9,1.036,0.1,0,1
"CLI-01305","manufactura",3.3,0.878,0.822,0,2
"CLI-01306","construccion",2.5,1.481,0.786,0,4
"CLI-01307","comercio",9.6,1.955,0.707,0,5
"CLI-01308","comercio",4.2,1.346,0.469,0,3
"CLI-01309","servicios",3.6,1.83,0.469,0,1
"CLI-01310","construccion",6.5,1.575,0.882,0,8
"CLI-01311","agro",3.9,1.574,0.275,0,2
"CLI-01312","servicios",3,0.84,0.29,0,6
"CLI-01313","comercio",3,1.375,0.817,0,7
"CLI-01314","comercio",9.6,1.67,0.513,0,3
"CLI-01315","agro",6.5,1.975,0.108,0,6
"CLI-01316","comercio",14.6,0.867,0.659,0,1
"CLI-01317","construccion",7.4,1.998,0.372,0,5
"CLI-01318","construccion",8,2.074,0.791,0,8
"CLI-01319","comercio",10.6,0.525,0.898,0,6
"CLI-01320","servicios",9.2,0.326,0.258,0,1
"CLI-01321","comercio",1.7,0.788,0.33,0,4
"CLI-01322","servicios",3.7,0.991,0.823,0,3
"CLI-01323","manufactura",10.7,0.813,0.127,1,8
"CLI-01324","comercio",7.9,1.656,0.554,0,8
"CLI-01325","manufactura",4,2.049,0.872,0,4
"CLI-01326","construccion",11.2,1.958,0.199,0,5
"CLI-01327","comercio",9.5,1.29,0.738,0,6
"CLI-01328","comercio",7.5,1.724,0.263,0,3
"CLI-01329","comercio",1,1.495,0.32,0,2
"CLI-01330","construccion",12,1.705,0.746,0,6
"CLI-01331","servicios",10.8,1.558,0.561,0,7
"CLI-01332","comercio",7.9,0.861,0.16,0,7
"CLI-01333","servicios",2.5,0.923,0.24,0,3
"CLI-01334","manufactura",3.5,2.779,0.599,0,6
"CLI-01335","comercio",2.3,0.568,0.775,0,7
"CLI-01336","servicios",2.5,1.697,0.827,0,5
"CLI-01337","manufactura",4.5,1.597,0.501,0,6
"CLI-01338","servicios",5.5,1.846,0.48,0,5
"CLI-01339","comercio",18.4,1.385,0.307,1,5
"CLI-01340","construccion",7,1.2,0.233,1,4
"CLI-01341","comercio",3.2,0.706,0.666,0,5
"CLI-01342","comercio",1.2,2.402,0.449,0,2
"CLI-01343","comercio",18.2,0.891,0.593,1,4
"CLI-01344","manufactura",0.3,1.472,0.481,0,1
"CLI-01345","comercio",11.6,1.005,0.137,0,3
"CLI-01346","construccion",7.5,1.688,0.237,0,5
"CLI-01347","manufactura",5,1.229,0.721,1,6
"CLI-01348","comercio",23.9,0.969,0.888,0,1
"CLI-01349","comercio",6.9,1.616,0.869,0,6
"CLI-01350","manufactura",17.7,1.909,0.249,0,4
"CLI-01351","servicios",0.9,1.467,0.371,0,2
"CLI-01352","manufactura",12.7,1.211,0.197,0,6
"CLI-01353","comercio",5.5,1.155,0.698,0,7
"CLI-01354","construccion",6.3,0.766,0.744,0,6
"CLI-01355","agro",1.7,1.213,0.57,0,6
"CLI-01356","comercio",2.9,1.467,0.836,0,5
"CLI-01357","comercio",8.2,1.735,0.614,0,4
"CLI-01358","manufactura",3.5,0.613,0.352,0,7
"CLI-01359","servicios",4.6,1.339,0.449,0,3
"CLI-01360","comercio",9,1.053,0.602,0,6
"CLI-01361","agro",4,1.44,0.706,0,3
"CLI-01362","manufactura",3.1,1.837,0.34,0,1
"CLI-01363","comercio",5.5,1.321,0.177,0,5
"CLI-01364","construccion",3.9,2.291,0.487,0,2
"CLI-01365","manufactura",23.4,0.274,0.458,0,1
"CLI-01366","comercio",4.4,2.136,0.101,0,2
"CLI-01367","comercio",5.4,0.989,0.606,0,1
"CLI-01368","comercio",2.9,1.47,0.864,0,3
"CLI-01369","manufactura",13.9,1.045,0.746,0,7
"CLI-01370","construccion",4,0.665,0.325,0,7
"CLI-01371","servicios",2,2.603,0.862,0,8
"CLI-01372","agro",5.4,1.389,0.547,0,4
"CLI-01373","comercio",5.2,0.994,0.26,0,1
"CLI-01374","manufactura",10.3,1.586,0.235,0,4
"CLI-01375","comercio",4.1,1.938,0.64,0,5
"CLI-01376","comercio",6.9,1.521,0.52,0,6
"CLI-01377","comercio",7.1,1.467,0.42,0,8
"CLI-01378","construccion",9.5,1.629,0.589,0,6
"CLI-01379","servicios",2.7,1.553,0.476,0,2
"CLI-01380","manufactura",10.1,0.842,0.218,0,7
"CLI-01381","servicios",6.6,1.07,0.824,0,2
"CLI-01382","comercio",12.4,1.453,0.553,0,7
"CLI-01383","comercio",2.4,0.726,0.151,0,6
"CLI-01384","agro",4.2,1.712,0.112,0,7
"CLI-01385","comercio",11.8,1.771,0.386,0,1
"CLI-01386","comercio",0.4,2.153,0.727,0,5
"CLI-01387","comercio",10.4,1.735,0.561,0,5
"CLI-01388","servicios",2.7,1.645,0.826,0,5
"CLI-01389","construccion",2.2,1.373,0.317,0,5
"CLI-01390","servicios",8.3,2.009,0.534,0,4
"CLI-01391","comercio",5.6,1.351,0.574,1,5
"CLI-01392","construccion",3.9,1.586,0.222,0,2
"CLI-01393","construccion",7.9,0.823,0.864,0,4
"CLI-01394","manufactura",12.6,0.826,0.896,0,4
"CLI-01395","agro",20.4,1.558,0.39,0,5
"CLI-01396","agro",24.7,2.004,0.291,0,6
"CLI-01397","agro",8.8,1.052,0.809,0,7
"CLI-01398","agro",2,1.683,0.348,0,5
"CLI-01399","comercio",9.1,1.513,0.352,1,1
"CLI-01400","manufactura",6.5,1.481,0.43,0,4
"CLI-01401","construccion",4.5,1.554,0.871,0,8
"CLI-01402","construccion",17.1,1.544,0.641,0,1
"CLI-01403","comercio",5.3,1.567,0.65,0,7
"CLI-01404","manufactura",8.8,2.828,0.191,0,6
"CLI-01405","servicios",4.3,3.305,0.587,0,8
"CLI-01406","manufactura",4.4,2.006,0.874,0,8
"CLI-01407","servicios",2.1,1.878,0.831,1,6
"CLI-01408","comercio",7.6,1.497,0.695,1,4
"CLI-01409","servicios",2.2,1.376,0.881,0,3
"CLI-01410","comercio",5.7,0.989,0.235,0,4
"CLI-01411","manufactura",2.4,1.278,0.518,0,4
"CLI-01412","construccion",8.8,0.382,0.522,0,2
"CLI-01413","servicios",9.4,1.565,0.166,0,7
"CLI-01414","servicios",12.5,1.42,0.282,0,6
"CLI-01415","servicios",11.5,1.05,0.519,0,1
"CLI-01416","servicios",5.2,1.202,0.636,0,8
"CLI-01417","comercio",7,2.624,0.595,0,3
"CLI-01418","construccion",4.6,1.227,0.734,1,6
"CLI-01419","manufactura",5.8,0.317,0.808,0,8
"CLI-01420","comercio",10,1.609,0.584,0,2
"CLI-01421","servicios",9.8,1.463,0.884,1,6
"CLI-01422","comercio",1.1,0.785,0.416,0,5
"CLI-01423","servicios",4.6,1.301,0.693,1,6
"CLI-01424","comercio",6.6,1.271,0.255,0,2
"CLI-01425","servicios",5.3,1.133,0.898,1,4
"CLI-01426","manufactura",12,1.579,0.754,0,7
"CLI-01427","agro",1.9,1.637,0.421,0,6
"CLI-01428","construccion",22,1.738,0.6,0,6
"CLI-01429","manufactura",6.8,1.967,0.591,0,3
"CLI-01430","agro",11.1,1.369,0.429,0,7
"CLI-01431","manufactura",3.5,1.293,0.503,0,3
"CLI-01432","servicios",1.5,1.266,0.51,0,5
"CLI-01433","manufactura",3.1,1.378,0.153,0,2
"CLI-01434","servicios",3.7,1.945,0.124,0,3
"CLI-01435","agro",7.9,2.032,0.669,0,3
"CLI-01436","servicios",5.9,1.457,0.434,0,3
"CLI-01437","comercio",0.9,2.312,0.245,0,6
"CLI-01438","comercio",5.8,1.593,0.5,0,7
"CLI-01439","construccion",2,1.478,0.597,0,1
"CLI-01440","construccion",5.7,1.678,0.467,0,2
"CLI-01441","construccion",4,1.943,0.745,0,7
"CLI-01442","agro",2.6,1.309,0.817,1,6
"CLI-01443","comercio",3.6,1.949,0.829,0,4
"CLI-01444","comercio",2.5,1.361,0.352,0,8
"CLI-01445","construccion",4.1,2.351,0.42,0,6
"CLI-01446","servicios",6.2,2.29,0.536,0,8
"CLI-01447","servicios",13.5,1.032,0.883,1,1
"CLI-01448","manufactura",5.8,1.542,0.546,0,8
"CLI-01449","construccion",12.2,0.468,0.364,0,6
"CLI-01450","comercio",10.4,1.668,0.387,0,4
"CLI-01451","comercio",16.7,2.301,0.159,0,4
"CLI-01452","manufactura",3.4,1.798,0.585,0,2
"CLI-01453","comercio",5.5,1.099,0.185,0,6
"CLI-01454","construccion",4.7,0.816,0.373,0,6
"CLI-01455","manufactura",5.5,0.873,0.204,0,2
"CLI-01456","comercio",6.4,1.09,0.28,0,4
"CLI-01457","servicios",7.6,1.681,0.408,0,5
"CLI-01458","servicios",12.8,1.702,0.231,0,8
"CLI-01459","manufactura",3,1.758,0.445,0,6
"CLI-01460","agro",7.5,2.735,0.53,0,1
"CLI-01461","manufactura",0.1,1.631,0.558,0,4
"CLI-01462","comercio",11.1,1.965,0.563,0,1
"CLI-01463","servicios",7.1,1.316,0.514,0,4
"CLI-01464","comercio",3.3,1.306,0.342,0,5
"CLI-01465","construccion",6.5,2.229,0.686,0,6
"CLI-01466","comercio",2.3,1.526,0.386,1,1
"CLI-01467","agro",6.3,2.099,0.296,0,7
"CLI-01468","comercio",4.8,1.528,0.728,0,5
"CLI-01469","servicios",22.9,1.435,0.372,0,8
"CLI-01470","construccion",13,1.604,0.666,0,7
"CLI-01471","comercio",2.1,2.428,0.806,0,6
"CLI-01472","manufactura",2.5,1.138,0.322,0,8
"CLI-01473","comercio",1.8,1.541,0.732,0,5
"CLI-01474","manufactura",1.9,1.339,0.253,0,4
"CLI-01475","agro",2.4,2.269,0.413,0,4
"CLI-01476","manufactura",5.3,1.548,0.497,0,5
"CLI-01477","manufactura",21.9,1.192,0.355,0,3
"CLI-01478","comercio",6.5,1.22,0.536,1,4
"CLI-01479","servicios",4.7,1.12,0.711,0,5
"CLI-01480","comercio",7.1,0.975,0.127,0,6
"CLI-01481","servicios",2.3,1.795,0.327,0,8
"CLI-01482","manufactura",2.5,1.644,0.214,0,1
"CLI-01483","servicios",14,1.214,0.166,0,7
"CLI-01484","servicios",6,1.285,0.798,1,4
"CLI-01485","manufactura",11.7,1.499,0.521,0,1
"CLI-01486","servicios",7.8,1.032,0.719,1,3
"CLI-01487","manufactura",12.3,1.724,0.457,0,7
"CLI-01488","agro",4.6,0.731,0.161,0,4
"CLI-01489","servicios",2.5,1.235,0.621,0,5
"CLI-01490","comercio",1.9,1.693,0.797,0,2
"CLI-01491","comercio",5,0.868,0.502,0,2
"CLI-01492","manufactura",11.2,1.105,0.31,0,5
"CLI-01493","manufactura",16.6,1.68,0.439,0,2
"CLI-01494","comercio",5.1,2.189,0.488,0,7
"CLI-01495","comercio",7.3,1.582,0.213,0,5
"CLI-01496","construccion",1.8,2.075,0.277,0,5
