"id_poliza","sector","zona","antiguedad","exposure","n_siniestros"
"POL-01115","comercio","urbana",6.1,0.64,0
"POL-01116","servicios","urbana",2.2,0.98,0
"POL-01117","comercio","urbana",6.8,0.69,0
"POL-01118","manufactura","urbana",3.1,0.59,1
"POL-01119","agro","urbana",1.2,0.57,0
"POL-01120","comercio","urbana",6.2,0.67,1
"POL-01121","manufactura","urbana",7.5,0.58,0
"POL-01122","comercio","urbana",1.9,0.71,1
"POL-01123","construccion","urbana",1.1,1,7
"POL-01124","servicios","urbana",10.5,0.84,1
"POL-01125","comercio","urbana",5.5,0.94,2
"POL-01126","servicios","urbana",4.9,0.74,1
"POL-01127","manufactura","rural",4.2,0.54,0
"POL-01128","servicios","urbana",8.8,0.83,0
"POL-01129","manufactura","urbana",0.4,0.85,3
"POL-01130","servicios","urbana",5.6,0.8,1
"POL-01131","servicios","urbana",5,0.56,0
"POL-01132","servicios","urbana",7.9,0.51,3
"POL-01133","manufactura","suburbana",2.5,0.54,1
"POL-01134","comercio","urbana",2.2,0.76,6
"POL-01135","construccion","urbana",4.8,0.76,4
"POL-01136","comercio","urbana",7.6,0.66,0
"POL-01137","manufactura","urbana",4.7,0.66,1
"POL-01138","manufactura","urbana",2.5,0.63,0
"POL-01139","servicios","rural",5.1,0.81,1
"POL-01140","manufactura","urbana",16.4,0.65,0
"POL-01141","agro","suburbana",9.3,0.66,0
"POL-01142","servicios","suburbana",4.1,1,0
"POL-01143","comercio","rural",1.2,0.77,0
"POL-01144","servicios","urbana",6.7,0.92,0
"POL-01145","construccion","suburbana",2.1,0.72,1
"POL-01146","construccion","suburbana",13.7,0.84,0
"POL-01147","construccion","suburbana",1.7,0.69,3
"POL-01148","construccion","suburbana",3.5,0.63,2
"POL-01149","agro","urbana",4.6,0.67,0
"POL-01150","manufactura","rural",2,0.99,4
"POL-01151","servicios","urbana",8.9,0.55,0
"POL-01152","comercio","rural",2.9,0.65,0
"POL-01153","servicios","urbana",7.4,0.75,1
"POL-01154","comercio","urbana",14.7,0.51,0
"POL-01155","servicios","urbana",3.4,0.9,2
"POL-01156","servicios","rural",4.8,0.75,1
"POL-01157","construccion","suburbana",0.7,0.58,6
"POL-01158","comercio","urbana",8.6,0.99,5
"POL-01159","servicios","suburbana",0.7,0.95,1
"POL-01160","comercio","rural",12.5,0.52,0
"POL-01161","manufactura","suburbana",1.6,0.58,0
"POL-01162","construccion","suburbana",9,0.76,0
"POL-01163","construccion","urbana",1.3,0.56,2
"POL-01164","agro","suburbana",5,0.51,0
"POL-01165","servicios","urbana",0.7,0.5,0
"POL-01166","servicios","rural",4.3,0.91,0
"POL-01167","construccion","suburbana",4.8,0.61,3
"POL-01168","manufactura","rural",2.8,0.78,0
"POL-01169","agro","urbana",2.9,0.8,0
"POL-01170","servicios","suburbana",3.3,0.65,0
"POL-01171","servicios","urbana",14.8,0.85,0
"POL-01172","servicios","rural",3.3,0.67,1
"POL-01173","manufactura","suburbana",8.1,0.56,0
"POL-01174","servicios","suburbana",10.7,0.82,0
"POL-01175","servicios","rural",5.2,0.6,2
"POL-01176","comercio","rural",4.2,0.67,0
"POL-01177","manufactura","suburbana",4.4,0.78,1
"POL-01178","manufactura","suburbana",4.2,0.86,0
"POL-01179","comercio","urbana",3.4,0.52,2
"POL-01180","manufactura","urbana",3.9,0.63,0
"POL-01181","manufactura","suburbana",1,0.96,6
"POL-01182","servicios","urbana",6.3,0.83,3
"POL-01183","manufactura","urbana",3.7,0.6,0
"POL-01184","comercio","urbana",5.5,0.78,2
"POL-01185","construccion","urbana",2.8,0.99,2
"POL-01186","manufactura","urbana",2.1,0.73,2
"POL-01187","servicios","urbana",1.9,0.84,5
"POL-01188","manufactura","urbana",6.3,0.63,1
"POL-01189","comercio","urbana",4.2,0.55,2
"POL-01190","manufactura","urbana",3.1,0.55,3
"POL-01191","manufactura","urbana",0.6,0.69,4
"POL-01192","servicios","urbana",5.3,0.54,1
"POL-01193","comercio","rural",2.5,0.63,2
"POL-01194","comercio","urbana",7.7,0.62,2
"POL-01195","manufactura","suburbana",5.2,0.55,0
"POL-01196","manufactura","rural",2.7,0.71,3
"POL-01197","comercio","rural",9.1,0.55,0
"POL-01198","construccion","rural",6.6,0.62,1
"POL-01199","comercio","rural",2.1,0.92,0
"POL-01200","manufactura","urbana",0.7,0.95,0
"POL-01201","construccion","urbana",5.2,0.85,4
"POL-01202","manufactura","rural",7.9,0.75,2
"POL-01203","manufactura","urbana",3.1,0.98,1
"POL-01204","comercio","suburbana",2,0.91,1
"POL-01205","manufactura","rural",16.3,0.84,0
"POL-01206","construccion","urbana",1.9,0.63,0
"POL-01207","servicios","suburbana",2.8,0.57,3
"POL-01208","servicios","urbana",3.8,0.76,0
"POL-01209","manufactura","urbana",3.8,0.62,1
"POL-01210","comercio","rural",2.4,0.94,0
"POL-01211","manufactura","urbana",5.6,0.62,2
"POL-01212","servicios","urbana",5.5,0.64,1
"POL-01213","comercio","urbana",9.7,0.93,0
"POL-01214","manufactura","rural",5,0.83,1
"POL-01215","manufactura","rural",1.8,0.57,0
"POL-01216","comercio","suburbana",2.3,0.79,1
"POL-01217","comercio","suburbana",1.3,0.54,0
"POL-01218","agro","suburbana",11.8,0.69,0
"POL-01219","construccion","urbana",6.1,0.55,2
"POL-01220","comercio","suburbana",4.6,0.69,0
"POL-01221","servicios","rural",5,0.91,2
"POL-01222","manufactura","suburbana",5.4,0.8,1
"POL-01223","comercio","rural",1.4,0.83,0
"POL-01224","comercio","suburbana",10.9,0.54,1
"POL-01225","agro","urbana",2.3,0.77,2
"POL-01226","manufactura","urbana",1.4,0.62,0
"POL-01227","manufactura","rural",3.8,0.69,0
"POL-01228","agro","urbana",3.3,0.73,1
"POL-01229","manufactura","urbana",5,0.92,1
"POL-01230","manufactura","suburbana",3.6,0.84,0
"POL-01231","comercio","rural",3.2,0.83,3
"POL-01232","construccion","suburbana",21.3,0.98,2
"POL-01233","manufactura","urbana",3.3,0.56,0
"POL-01234","servicios","urbana",2.2,0.6,1
"POL-01235","comercio","suburbana",11.2,0.8,0
"POL-01236","comercio","rural",3.7,0.81,1
"POL-01237","servicios","suburbana",0.9,0.69,4
"POL-01238","construccion","urbana",3.1,0.73,5
"POL-01239","servicios","urbana",0.7,0.88,2
"POL-01240","comercio","suburbana",3.7,0.72,2
"POL-01241","construccion","suburbana",7.6,0.83,6
"POL-01242","agro","urbana",6.9,0.73,3
"POL-01243","comercio","urbana",5.7,0.93,0
"POL-01244","comercio","urbana",5,0.52,1
"POL-01245","comercio","urbana",0.8,0.84,5
"POL-01246","comercio","suburbana",6.7,0.72,1
"POL-01247","servicios","urbana",8.1,0.55,2
"POL-01248","manufactura","urbana",1.8,0.67,2
"POL-01249","servicios","suburbana",1.4,0.85,0
"POL-01250","manufactura","rural",3.3,0.71,0
"POL-01251","agro","urbana",0.7,0.88,3
"POL-01252","manufactura","urbana",3.6,0.77,0
"POL-01253","manufactura","urbana",11,0.59,0
"POL-01254","agro","urbana",7.3,0.97,0
"POL-01255","servicios","suburbana",1.9,0.65,1
"POL-01256","comercio","urbana",6.9,0.83,1
"POL-01257","servicios","urbana",7.5,0.86,2
"POL-01258","comercio","suburbana",3.8,0.61,0
"POL-01259","manufactura","urbana",2.7,0.77,0
"POL-01260","servicios","suburbana",7,0.86,2
"POL-01261","comercio","urbana",8.3,0.76,0
"POL-01262","agro","suburbana",7.5,0.99,0
"POL-01263","comercio","urbana",9.7,0.52,0
"POL-01264","comercio","urbana",3.1,0.96,0
"POL-01265","servicios","rural",13.2,0.99,0
"POL-01266","servicios","urbana",19.4,0.68,0
"POL-01267","servicios","rural",6.3,0.53,2
"POL-01268","agro","urbana",7.2,0.5,1
"POL-01269","comercio","rural",1.5,0.6,0
"POL-01270","manufactura","urbana",3.6,0.82,1
"POL-01271","manufactura","urbana",3.1,0.95,4
"POL-01272","servicios","suburbana",2.7,0.99,3
"POL-01273","comercio","rural",13,0.56,0
"POL-01274","manufactura","urbana",3.7,0.91,2
"POL-01275","construccion","suburbana",3.1,0.65,3
"POL-01276","construccion","suburbana",2.7,0.98,0
"POL-01277","manufactura","urbana",11,0.85,0
"POL-01278","comercio","suburbana",4.3,0.77,0
"POL-01279","manufactura","urbana",4.2,0.5,0
"POL-01280","manufactura","urbana",7.9,0.89,2
"POL-01281","servicios","urbana",9.1,0.61,0
"POL-01282","servicios","urbana",7.8,0.51,0
"POL-01283","comercio","urbana",7.2,0.75,0
"POL-01284","manufactura","urbana",6.2,0.79,0
"POL-01285","construccion","suburbana",2.9,0.98,4
"POL-01286","servicios","rural",3.9,0.94,0
"POL-01287","comercio","rural",1.2,0.5,1
"POL-01288","servicios","urbana",7,0.95,1
"POL-01289","comercio","suburbana",2.5,0.93,0
"POL-01290","construccion","urbana",2.4,0.88,2
"POL-01291","comercio","urbana",3,0.73,1
"POL-01292","construccion","rural",9.9,0.73,0
"POL-01293","manufactura","urbana",0.3,0.99,0
"POL-01294","manufactura","urbana",5.2,0.61,0
"POL-01295","manufactura","rural",0.9,0.62,0
"POL-01296","agro","urbana",3.3,0.95,0
"POL-01297","comercio","urbana",8.7,0.76,0
"POL-01298","manufactura","urbana",0.8,0.5,0
"POL-01299","manufactura","suburbana",2.1,0.85,0
"POL-01300","manufactura","urbana",10.8,0.67,3
"POL-01301","servicios","urbana",0.1,0.93,1
"POL-01302","comercio","suburbana",2.2,1,3
"POL-01303","servicios","urbana",2.5,0.6,0
"POL-01304","servicios","suburbana",4.9,0.64,0
"POL-01305","manufactura","urbana",11.2,0.95,0
"POL-01306","construccion","urbana",3.6,0.52,2
"POL-01307","comercio","urbana",3.3,0.78,0
"POL-01308","comercio","urbana",4.5,0.98,3
"POL-01309","servicios","rural",2.7,0.56,1
"POL-01310","construccion","urbana",13.3,0.9,3
"POL-01311","agro","urbana",6.6,0.6,1
"POL-01312","servicios","rural",4.6,0.64,1
"POL-01313","comercio","suburbana",6.7,0.9,0
"POL-01314","comercio","urbana",10,0.79,0
"POL-01315","agro","urbana",2.5,0.54,3
"POL-01316","comercio","suburbana",1.9,0.59,0
"POL-01317","construccion","urbana",3.2,0.81,5
"POL-01318","construccion","rural",7.8,0.92,3
"POL-01319","comercio","urbana",5.3,0.95,1
"POL-01320","servicios","suburbana",2,0.75,3
"POL-01321","comercio","urbana",4.7,0.74,1
"POL-01322","servicios","urbana",2.2,0.63,0
"POL-01323","manufactura","suburbana",4,0.58,0
"POL-01324","comercio","suburbana",9,0.85,1
"POL-01325","manufactura","urbana",7.8,0.72,1
"POL-01326","construccion","urbana",4.1,0.81,0
"POL-01327","comercio","suburbana",6.4,0.74,0
"POL-01328","comercio","rural",3.6,0.52,0
"POL-01329","comercio","suburbana",2.2,0.59,0
"POL-01330","construccion","rural",15.1,0.89,2
"POL-01331","servicios","suburbana",4.7,0.99,1
"POL-01332","comercio","rural",3.3,0.98,2
"POL-01333","servicios","rural",1.6,0.59,1
"POL-01334","manufactura","suburbana",7.5,0.67,0
"POL-01335","comercio","rural",2.6,0.56,0
"POL-01336","servicios","suburbana",2.4,0.87,1
"POL-01337","manufactura","rural",6.6,0.9,0
"POL-01338","servicios","suburbana",6.4,0.79,2
"POL-01339","comercio","suburbana",2.3,0.96,0
"POL-01340","construccion","urbana",0.2,0.82,1
"POL-01341","comercio","urbana",4.2,0.66,0
"POL-01342","comercio","rural",4.2,0.72,2
"POL-01343","comercio","rural",1.7,0.81,1
"POL-01344","manufactura","rural",2.6,0.88,0
"POL-01345","comercio","rural",10.9,0.65,1
"POL-01346","construccion","urbana",5.4,0.55,0
"POL-01347","manufactura","suburbana",4.9,0.74,0
"POL-01348","comercio","urbana",3.7,0.72,0
"POL-01349","comercio","urbana",4.2,0.5,1
"POL-01350","manufactura","rural",3,0.82,0
"POL-01351","servicios","suburbana",1.4,0.98,0
"POL-01352","manufactura","urbana",2.4,0.9,0
"POL-01353","comercio","urbana",1.4,0.64,1
"POL-01354","construccion","urbana",2.7,0.98,4
"POL-01355","agro","suburbana",2.1,0.78,0
"POL-01356","comercio","suburbana",8.3,0.6,0
"POL-01357","comercio","suburbana",8.2,0.58,0
"POL-01358","manufactura","urbana",3.3,0.84,0
"POL-01359","servicios","urbana",3.9,0.76,5
"POL-01360","comercio","suburbana",4.9,0.7,2
"POL-01361","agro","rural",4.3,0.81,1
"POL-01362","manufactura","suburbana",9.4,0.73,0
"POL-01363","comercio","suburbana",5.7,0.57,0
"POL-01364","construccion","rural",0.1,0.95,2
"POL-01365","manufactura","suburbana",3,0.78,0
"POL-01366","comercio","rural",9.9,0.53,0
"POL-01367","comercio","urbana",1.8,0.51,0
"POL-01368","comercio","suburbana",6,0.68,1
"POL-01369","manufactura","urbana",3.3,0.89,0
"POL-01370","construccion","suburbana",1.8,0.79,2
"POL-01371","servicios","rural",1.4,0.95,0
"POL-01372","agro","suburbana",4.3,0.64,1
"POL-01373","comercio","urbana",11.9,0.77,1
"POL-01374","manufactura","rural",2.3,0.8,0
"POL-01375","comercio","rural",1.3,0.58,1
"POL-01376","comercio","suburbana",6.3,0.98,1
"POL-01377","comercio","urbana",0.4,1,8
"POL-01378","construccion","suburbana",6.8,0.68,0
"POL-01379","servicios","suburbana",7.8,0.62,0
"POL-01380","manufactura","rural",3.7,0.94,0
"POL-01381","servicios","urbana",5.5,0.66,1
"POL-01382","comercio","rural",12.3,0.66,0
"POL-01383","comercio","urbana",0.9,0.71,2
"POL-01384","agro","urbana",7.1,0.98,1
"POL-01385","comercio","urbana",5,0.84,2
"POL-01386","comercio","urbana",3.2,0.84,1
"POL-01387","comercio","suburbana",1.5,0.56,2
"POL-01388","servicios","urbana",3.9,0.8,4
"POL-01389","construccion","rural",11.7,0.98,0
"POL-01390","servicios","urbana",2.2,0.96,0
"POL-01391","comercio","suburbana",5.9,0.87,1
"POL-01392","construccion","urbana",1.3,0.99,10
"POL-01393","construccion","rural",1.7,0.58,0
"POL-01394","manufactura","urbana",3.9,0.76,0
"POL-01395","agro","suburbana",4.7,0.76,1
"POL-01396","agro","urbana",3.9,0.54,0
"POL-01397","agro","urbana",9.8,0.61,0
"POL-01398","agro","suburbana",6.7,0.76,0
"POL-01399","comercio","suburbana",5.9,0.83,2
"POL-01400","manufactura","urbana",8.6,0.81,1
"POL-01401","construccion","urbana",2.7,0.9,1
"POL-01402","construccion","urbana",5.4,0.94,0
"POL-01403","comercio","rural",4.5,0.8,2
"POL-01404","manufactura","rural",1.4,0.99,0
"POL-01405","servicios","urbana",1.5,0.7,0
"POL-01406","manufactura","urbana",8.9,0.87,0
"POL-01407","servicios","urbana",15.7,0.6,0
"POL-01408","comercio","urbana",4.2,1,1
"POL-01409","servicios","urbana",12.5,0.91,0
"POL-01410","comercio","suburbana",2.4,0.7,2
"POL-01411","manufactura","rural",5,0.81,0
"POL-01412","construccion","urbana",5.7,0.81,2
"POL-01413","servicios","urbana",9,0.71,0
"POL-01414","servicios","rural",3.3,0.75,0
"POL-01415","servicios","rural",1.9,0.76,2
"POL-01416","servicios","suburbana",6.9,0.53,0
"POL-01417","comercio","suburbana",0.8,0.51,1
"POL-01418","construccion","urbana",0.5,0.86,1
"POL-01419","manufactura","suburbana",8,0.71,0
"POL-01420","comercio","urbana",5.6,0.59,1
"POL-01421","servicios","urbana",2.8,0.75,2
"POL-01422","comercio","suburbana",9.5,0.81,1
"POL-01423","servicios","urbana",3.9,0.73,3
"POL-01424","comercio","rural",5,0.9,0
"POL-01425","servicios","suburbana",2.9,0.95,0
"POL-01426","manufactura","urbana",1.7,0.96,1
"POL-01427","agro","rural",2.8,0.66,0
"POL-01428","construccion","urbana",6.3,0.7,0
"POL-01429","manufactura","suburbana",2.8,0.77,0
"POL-01430","agro","urbana",4.4,0.99,1
"POL-01431","manufactura","suburbana",4.2,0.78,1
"POL-01432","servicios","urbana",5.4,0.66,1
"POL-01433","manufactura","suburbana",1.1,0.68,0
"POL-01434","servicios","urbana",2.9,0.54,0
"POL-01435","agro","suburbana",4,0.8,0
"POL-01436","servicios","urbana",7.1,0.55,1
"POL-01437","comercio","urbana",14.4,0.67,1
"POL-01438","comercio","urbana",11.4,0.56,0
"POL-01439","construccion","urbana",5.8,0.61,3
"POL-01440","construccion","suburbana",6.8,0.69,2
"POL-01441","construccion","urbana",2.7,0.58,1
"POL-01442","agro","suburbana",3.8,0.72,1
"POL-01443","comercio","urbana",1.4,0.77,3
"POL-01444","comercio","urbana",2.6,0.79,0
"POL-01445","construccion","urbana",11.8,0.79,1
"POL-01446","servicios","urbana",11.6,0.76,0
"POL-01447","servicios","suburbana",2.5,0.65,3
"POL-01448","manufactura","suburbana",9.7,0.87,2
"POL-01449","construccion","suburbana",5.4,0.68,4
"POL-01450","comercio","suburbana",0.4,0.62,0
"POL-01451","comercio","urbana",5.4,0.89,2
"POL-01452","manufactura","suburbana",8.3,0.67,0
"POL-01453","comercio","suburbana",12.4,0.85,1
"POL-01454","construccion","urbana",5.2,0.94,1
"POL-01455","manufactura","urbana",10.8,0.64,1
"POL-01456","comercio","rural",10.2,0.89,0
"POL-01457","servicios","rural",5,0.6,0
"POL-01458","servicios","urbana",4.9,0.7,0
"POL-01459","manufactura","urbana",8.4,0.75,1
"POL-01460","agro","urbana",3.7,0.66,1
"POL-01461","manufactura","suburbana",10.5,0.77,1
"POL-01462","comercio","urbana",2.6,0.88,0
"POL-01463","servicios","urbana",4.8,0.52,0
"POL-01464","comercio","suburbana",3.1,0.64,0
"POL-01465","construccion","urbana",19,0.57,2
"POL-01466","comercio","urbana",2.7,0.54,2
"POL-01467","agro","urbana",3,0.94,3
"POL-01468","comercio","urbana",3.9,0.76,2
"POL-01469","servicios","urbana",11.4,0.89,1
"POL-01470","construccion","rural",2.8,0.72,2
"POL-01471","comercio","rural",8.8,0.54,1
"POL-01472","manufactura","urbana",1.9,0.83,4
"POL-01473","comercio","urbana",7.4,0.94,0
"POL-01474","manufactura","urbana",3.4,0.75,1
"POL-01475","agro","urbana",1.9,0.63,4
"POL-01476","manufactura","rural",2.3,0.71,1
"POL-01477","manufactura","urbana",9.8,0.74,0
"POL-01478","comercio","urbana",4.2,0.57,1
"POL-01479","servicios","rural",3.6,0.61,2
"POL-01480","comercio","rural",3.5,0.86,0
"POL-01481","servicios","suburbana",2.3,0.99,2
"POL-01482","manufactura","suburbana",1,0.75,3
"POL-01483","servicios","urbana",6,0.65,1
"POL-01484","servicios","rural",3.6,0.77,0
"POL-01485","manufactura","rural",2.4,0.88,0
"POL-01486","servicios","urbana",3.5,0.52,1
"POL-01487","manufactura","suburbana",1.7,0.64,2
"POL-01488","agro","rural",1.4,0.93,4
"POL-01489","servicios","suburbana",2.6,0.65,0
"POL-01490","comercio","suburbana",0.3,0.8,1
"POL-01491","comercio","urbana",8.3,0.68,1
"POL-01492","manufactura","suburbana",1.2,0.65,2
"POL-01493","manufactura","rural",3.4,0.97,1
"POL-01494","comercio","urbana",3.2,0.89,2
"POL-01495","comercio","suburbana",6.1,0.56,1
"POL-01496","construccion","suburbana",2.6,0.55,1
"POL-01497","comercio","urbana",2.4,0.92,2
"POL-01498","servicios","urbana",3.3,0.82,3
"POL-01499","servicios","rural",4.8,0.69,1
"POL-01500","agro","suburbana",7.1,0.58,0
"POL-01501","servicios","suburbana",4.6,0.93,1
"POL-01502","manufactura","urbana",2.2,0.67,1
"POL-01503","manufactura","rural",8.6,0.72,0
"POL-01504","comercio","urbana",3.9,0.87,0
"POL-01505","servicios","suburbana",8.7,0.6,2
"POL-01506","comercio","rural",0.7,0.65,0
"POL-01507","manufactura","urbana",0.3,0.71,0
"POL-01508","comercio","urbana",7.8,0.65,2
"POL-01509","manufactura","urbana",5.6,0.66,5
"POL-01510","manufactura","urbana",3.1,1,2
"POL-01511","comercio","suburbana",9.9,0.61,1
"POL-01512","agro","rural",2,0.75,0
"POL-01513","construccion","urbana",1.8,0.97,0
"POL-01514","comercio","suburbana",8.3,0.93,1
"POL-01515","agro","suburbana",9.5,0.91,0
"POL-01516","comercio","urbana",3,0.81,0
"POL-01517","construccion","suburbana",7.1,0.64,0
"POL-01518","servicios","rural",0.7,0.5,0
"POL-01519","servicios","urbana",1.7,0.77,2
"POL-01520","manufactura","urbana",1,0.51,1
"POL-01521","manufactura","urbana",7.5,0.52,1
"POL-01522","comercio","urbana",1.9,0.68,2
"POL-01523","manufactura","urbana",4.8,0.81,1
"POL-01524","servicios","urbana",7.8,0.88,1
"POL-01525","servicios","rural",5.8,0.7,1
"POL-01526","construccion","suburbana",6.6,0.97,0
"POL-01527","comercio","rural",8.7,0.59,1
"POL-01528","agro","urbana",5.1,0.84,4
"POL-01529","construccion","urbana",7,0.89,0
"POL-01530","servicios","urbana",6.4,0.52,0
"POL-01531","servicios","rural",0.3,0.59,1
"POL-01532","manufactura","urbana",7.3,0.84,8
"POL-01533","manufactura","suburbana",2.2,0.77,0
"POL-01534","manufactura","suburbana",5.6,0.87,1
"POL-01535","manufactura","urbana",3,0.95,0
"POL-01536","comercio","urbana",4.9,0.62,0
"POL-01537","servicios","urbana",14.1,0.92,0
"POL-01538","comercio","suburbana",2.3,0.54,0
"POL-01539","construccion","urbana",9.8,0.77,4
"POL-01540","agro","rural",7.3,0.77,1
"POL-01541","agro","suburbana",6.6,0.93,0
"POL-01542","comercio","urbana",4.7,0.56,0
"POL-01543","comercio","urbana",6.7,0.82,2
"POL-01544","servicios","suburbana",4.1,0.98,0
"POL-01545","comercio","suburbana",4.7,0.69,0
"POL-01546","manufactura","urbana",6.3,0.74,0
"POL-01547","agro","rural",0.5,0.64,0
"POL-01548","comercio","suburbana",3,0.6,0
"POL-01549","manufactura","rural",11.5,0.91,0
"POL-01550","manufactura","suburbana",5.5,0.55,4
"POL-01551","agro","suburbana",7.2,0.88,1
"POL-01552","agro","urbana",6.4,0.88,0
"POL-01553","comercio","suburbana",6.1,0.9,0
"POL-01554","manufactura","suburbana",5.6,0.82,3
"POL-01555","construccion","rural",7.9,0.58,2
"POL-01556","construccion","urbana",3.3,0.54,3
"POL-01557","comercio","urbana",5.6,0.93,0
"POL-01558","construccion","urbana",1.6,0.54,0
"POL-01559","comercio","urbana",3.3,0.57,0
"POL-01560","comercio","rural",6.1,0.77,0
"POL-01561","servicios","urbana",7.1,0.98,1
"POL-01562","manufactura","suburbana",0.4,0.7,1
"POL-01563","manufactura","urbana",2.4,0.74,0
"POL-01564","construccion","urbana",2.5,0.92,3
"POL-01565","comercio","urbana",3.2,0.59,0
"POL-01566","comercio","rural",7.6,0.77,1
"POL-01567","comercio","suburbana",2,0.55,2
"POL-01568","comercio","suburbana",5.1,0.68,1
"POL-01569","servicios","rural",7.6,0.99,0
"POL-01570","servicios","rural",5.4,0.86,2
"POL-01571","comercio","suburbana",4.6,0.66,0
"POL-01572","comercio","rural",6.6,0.52,1
"POL-01573","construccion","suburbana",4.2,0.75,0
"POL-01574","agro","rural",2.2,0.63,1
"POL-01575","agro","rural",2.7,0.83,0
"POL-01576","comercio","urbana",10.9,0.57,0
"POL-01577","comercio","urbana",8.1,0.96,2
"POL-01578","servicios","rural",0.6,0.9,3
"POL-01579","comercio","rural",13.5,0.86,0
"POL-01580","agro","urbana",2.1,0.66,2
"POL-01581","comercio","suburbana",6.1,0.99,1
"POL-01582","agro","suburbana",5.8,0.93,0
"POL-01583","construccion","suburbana",4.3,0.93,0
"POL-01584","construccion","rural",7.6,0.76,2
"POL-01585","comercio","urbana",0.7,0.83,1
"POL-01586","agro","urbana",4.8,0.86,3
"POL-01587","construccion","urbana",11.3,0.94,4
"POL-01588","comercio","urbana",4.3,0.7,2
"POL-01589","manufactura","rural",0.8,0.57,1
"POL-01590","comercio","urbana",8.2,0.57,1
"POL-01591","comercio","urbana",2.2,0.58,0
"POL-01592","servicios","urbana",4.6,0.81,2
"POL-01593","comercio","suburbana",2.5,0.74,2
"POL-01594","comercio","urbana",1.4,0.5,1
"POL-01595","manufactura","urbana",1.7,0.59,2
"POL-01596","construccion","urbana",11.4,0.97,1
"POL-01597","agro","urbana",6.1,0.77,4
"POL-01598","comercio","suburbana",4.8,0.93,0
"POL-01599","servicios","urbana",3.1,0.97,4
"POL-01600","servicios","rural",3.5,0.94,0
"POL-01601","comercio","urbana",3.5,0.96,3
"POL-01602","construccion","rural",1.3,1,0
"POL-01603","manufactura","suburbana",3.3,0.71,0
"POL-01604","comercio","urbana",7.3,0.66,3
"POL-01605","comercio","urbana",6,0.53,1
"POL-01606","servicios","suburbana",9.9,0.63,0
"POL-01607","comercio","urbana",7.4,0.59,0
"POL-01608","manufactura","rural",2.7,0.76,0
"POL-01609","construccion","urbana",2.3,0.87,5
"POL-01610","comercio","rural",8.6,0.95,1
"POL-01611","manufactura","suburbana",0.9,0.58,1
"POL-01612","manufactura","suburbana",5,0.52,0
"POL-01613","construccion","suburbana",1.7,0.65,3
"POL-01614","construccion","urbana",14.4,0.99,6
"POL-01615","servicios","rural",2.2,0.91,2
"POL-01616","manufactura","urbana",1.3,0.9,1
"POL-01617","manufactura","suburbana",7.5,0.53,1
"POL-01618","construccion","suburbana",3.4,0.96,1
"POL-01619","agro","rural",0.4,0.89,1
"POL-01620","agro","suburbana",2.2,0.79,3
"POL-01621","comercio","suburbana",3,0.71,0
"POL-01622","comercio","suburbana",8.4,0.93,0
"POL-01623","servicios","urbana",3.4,0.95,3
"POL-01624","manufactura","rural",5.2,0.69,1
"POL-01625","agro","suburbana",1.3,0.72,1
"POL-01626","manufactura","urbana",4.1,0.56,0
"POL-01627","manufactura","urbana",9.6,0.66,1
"POL-01628","comercio","urbana",3.3,0.67,0
"POL-01629","agro","urbana",4.5,0.81,1
"POL-01630","agro","suburbana",5.6,0.54,0
"POL-01631","comercio","urbana",9.9,0.54,1
"POL-01632","agro","suburbana",1.8,0.93,0
"POL-01633","servicios","urbana",5.7,0.88,3
"POL-01634","comercio","urbana",8.7,0.89,1
"POL-01635","comercio","urbana",2.1,0.73,1
"POL-01636","manufactura","urbana",2.8,0.74,0
"POL-01637","comercio","urbana",1.9,0.98,2
"POL-01638","agro","suburbana",4.4,0.72,1
"POL-01639","comercio","rural",6.6,0.92,2
"POL-01640","construccion","suburbana",4.1,0.56,4
"POL-01641","agro","urbana",1.4,0.83,1
"POL-01642","servicios","urbana",6.3,0.9,0
"POL-01643","manufactura","urbana",4.1,0.88,1
"POL-01644","construccion","urbana",6.6,0.5,1
"POL-01645","comercio","urbana",3.7,0.8,3
"POL-01646","servicios","rural",6.9,0.88,0
"POL-01647","construccion","urbana",9.1,0.96,2
"POL-01648","manufactura","suburbana",6,0.63,1
"POL-01649","comercio","urbana",6.7,0.59,2
"POL-01650","comercio","urbana",2.8,0.71,1
"POL-01651","servicios","rural",16.8,0.63,1
"POL-01652","servicios","urbana",9.1,0.92,0
"POL-01653","servicios","suburbana",1.3,0.92,2
"POL-01654","manufactura","urbana",7.2,0.8,2
"POL-01655","manufactura","urbana",11.8,0.79,1
"POL-01656","manufactura","suburbana",2.1,0.86,0
"POL-01657","manufactura","suburbana",2.4,0.98,0
"POL-01658","construccion","rural",0.8,0.88,3
"POL-01659","agro","urbana",4.5,0.94,1
"POL-01660","agro","rural",10.9,0.67,4
"POL-01661","manufactura","urbana",1.1,0.65,1
"POL-01662","comercio","rural",6.7,0.67,0
"POL-01663","agro","suburbana",13.5,0.73,0
"POL-01664","servicios","suburbana",5.1,0.79,2
"POL-01665","manufactura","suburbana",2.1,0.75,2
"POL-01666","servicios","urbana",16.8,0.77,0
"POL-01667","manufactura","urbana",2.8,0.85,0
"POL-01668","comercio","suburbana",2.1,0.74,2
"POL-01669","comercio","rural",0.6,0.93,1
"POL-01670","comercio","suburbana",10.2,0.72,1
"POL-01671","comercio","urbana",3.7,0.75,2
"POL-01672","comercio","suburbana",3.6,0.67,0
