"sku","fecha","demanda","promocion","estacionalidad"
"SKU-105",2025-06-02,120,0,1.266
"SKU-105",2025-06-09,167,0,1.281
"SKU-105",2025-06-16,61,0,1.291
"SKU-105",2025-06-23,152,0,1.298
"SKU-105",2025-06-30,17,0,1.3
"SKU-105",2025-07-07,0,0,1.298
"SKU-105",2025-07-14,256,1,1.291
"SKU-105",2025-07-21,100,0,1.281
"SKU-105",2025-07-28,28,0,1.266
"SKU-105",2025-08-04,16,0,1.247
"SKU-105",2025-08-11,786,0,1.225
"SKU-105",2025-08-18,104,1,1.199
"SKU-105",2025-08-25,43,1,1.17
"SKU-105",2025-09-01,73,0,1.139
"SKU-105",2025-09-08,370,0,1.106
"SKU-105",2025-09-15,11,0,1.072
"SKU-105",2025-09-22,35,0,1.036
"SKU-105",2025-09-29,0,0,1
"SKU-105",2025-10-06,39,0,0.964
"SKU-105",2025-10-13,38,1,0.928
"SKU-105",2025-10-20,24,0,0.894
"SKU-105",2025-10-27,40,0,0.861
"SKU-105",2025-11-03,0,0,0.83
"SKU-105",2025-11-10,0,0,0.801
"SKU-105",2025-11-17,29,1,0.775
"SKU-105",2025-11-24,5,1,0.753
"SKU-105",2025-12-01,87,0,1.234
"SKU-105",2025-12-08,620,1,1.219
"SKU-105",2025-12-15,150,0,1.209
"SKU-105",2025-12-22,105,0,1.202
"SKU-105",2025-12-29,266,0,1.2
"SKU-106",2025-01-06,13,0,0.702
"SKU-106",2025-01-13,146,0,0.709
"SKU-106",2025-01-20,0,0,0.719
"SKU-106",2025-01-27,0,1,0.734
"SKU-106",2025-02-03,0,0,0.753
"SKU-106",2025-02-10,25,0,0.775
"SKU-106",2025-02-17,16,0,0.801
"SKU-106",2025-02-24,0,0,0.83
"SKU-106",2025-03-03,0,0,0.861
"SKU-106",2025-03-10,7,0,0.894
"SKU-106",2025-03-17,0,0,0.928
"SKU-106",2025-03-24,0,0,0.964
"SKU-106",2025-03-31,0,0,1
"SKU-106",2025-04-07,298,0,1.036
"SKU-106",2025-04-14,49,0,1.072
"SKU-106",2025-04-21,0,0,1.106
"SKU-106",2025-04-28,54,0,1.139
"SKU-106",2025-05-05,42,0,1.17
"SKU-106",2025-05-12,13,0,1.199
"SKU-106",2025-05-19,0,0,1.225
"SKU-106",2025-05-26,0,1,1.247
"SKU-106",2025-06-02,70,0,1.266
"SKU-106",2025-06-09,241,0,1.281
"SKU-106",2025-06-16,213,0,1.291
"SKU-106",2025-06-23,104,0,1.298
"SKU-106",2025-06-30,0,0,1.3
"SKU-106",2025-07-07,26,0,1.298
"SKU-106",2025-07-14,244,0,1.291
"SKU-106",2025-07-21,209,1,1.281
"SKU-106",2025-07-28,0,0,1.266
"SKU-106",2025-08-04,0,0,1.247
"SKU-106",2025-08-11,0,0,1.225
"SKU-106",2025-08-18,38,0,1.199
"SKU-106",2025-08-25,90,0,1.17
"SKU-106",2025-09-01,125,0,1.139
"SKU-106",2025-09-08,0,0,1.106
"SKU-106",2025-09-15,139,1,1.072
"SKU-106",2025-09-22,54,0,1.036
"SKU-106",2025-09-29,0,0,1
"SKU-106",2025-10-06,35,0,0.964
"SKU-106",2025-10-13,175,1,0.928
"SKU-106",2025-10-20,0,0,0.894
"SKU-106",2025-10-27,4,0,0.861
"SKU-106",2025-11-03,0,0,0.83
"SKU-106",2025-11-10,78,0,0.801
"SKU-106",2025-11-17,35,0,0.775
"SKU-106",2025-11-24,121,0,0.753
"SKU-106",2025-12-01,0,0,1.234
"SKU-106",2025-12-08,121,0,1.219
"SKU-106",2025-12-15,25,0,1.209
"SKU-106",2025-12-22,30,0,1.202
"SKU-106",2025-12-29,0,0,1.2
"SKU-107",2025-01-06,35,0,0.702
"SKU-107",2025-01-13,98,0,0.709
"SKU-107",2025-01-20,59,0,0.719
"SKU-107",2025-01-27,86,0,0.734
"SKU-107",2025-02-03,19,0,0.753
"SKU-107",2025-02-10,7,0,0.775
"SKU-107",2025-02-17,14,0,0.801
"SKU-107",2025-02-24,0,0,0.83
"SKU-107",2025-03-03,76,0,0.861
"SKU-107",2025-03-10,33,0,0.894
"SKU-107",2025-03-17,327,0,0.928
"SKU-107",2025-03-24,19,0,0.964
"SKU-107",2025-03-31,48,0,1
"SKU-107",2025-04-07,478,1,1.036
"SKU-107",2025-04-14,93,0,1.072
"SKU-107",2025-04-21,0,0,1.106
"SKU-107",2025-04-28,68,0,1.139
"SKU-107",2025-05-05,56,0,1.17
"SKU-107",2025-05-12,0,0,1.199
"SKU-107",2025-05-19,75,0,1.225
"SKU-107",2025-05-26,50,1,1.247
"SKU-107",2025-06-02,185,0,1.266
"SKU-107",2025-06-09,66,0,1.281
"SKU-107",2025-06-16,65,0,1.291
"SKU-107",2025-06-23,0,0,1.298
"SKU-107",2025-06-30,29,0,1.3
"SKU-107",2025-07-07,130,0,1.298
"SKU-107",2025-07-14,85,0,1.291
"SKU-107",2025-07-21,60,0,1.281
"SKU-107",2025-07-28,64,1,1.266
"SKU-107",2025-08-04,103,0,1.247
"SKU-107",2025-08-11,0,0,1.225
"SKU-107",2025-08-18,13,0,1.199
"SKU-107",2025-08-25,147,1,1.17
"SKU-107",2025-09-01,0,0,1.139
"SKU-107",2025-09-08,18,0,1.106
"SKU-107",2025-09-15,14,0,1.072
"SKU-107",2025-09-22,94,0,1.036
"SKU-107",2025-09-29,67,0,1
"SKU-107",2025-10-06,11,0,0.964
"SKU-107",2025-10-13,15,0,0.928
"SKU-107",2025-10-20,60,0,0.894
"SKU-107",2025-10-27,20,0,0.861
"SKU-107",2025-11-03,0,0,0.83
"SKU-107",2025-11-10,43,0,0.801
"SKU-107",2025-11-17,22,0,0.775
"SKU-107",2025-11-24,9,0,0.753
"SKU-107",2025-12-01,62,0,1.234
"SKU-107",2025-12-08,0,0,1.219
"SKU-107",2025-12-15,0,0,1.209
"SKU-107",2025-12-22,221,1,1.202
"SKU-107",2025-12-29,53,0,1.2
"SKU-108",2025-01-06,53,0,0.702
"SKU-108",2025-01-13,56,0,0.709
"SKU-108",2025-01-20,56,0,0.719
"SKU-108",2025-01-27,58,0,0.734
"SKU-108",2025-02-03,82,0,0.753
"SKU-108",2025-02-10,58,0,0.775
"SKU-108",2025-02-17,94,0,0.801
"SKU-108",2025-02-24,60,0,0.83
"SKU-108",2025-03-03,59,0,0.861
"SKU-108",2025-03-10,61,0,0.894
"SKU-108",2025-03-17,110,0,0.928
"SKU-108",2025-03-24,89,0,0.964
"SKU-108",2025-03-31,83,0,1
"SKU-108",2025-04-07,99,0,1.036
"SKU-108",2025-04-14,77,0,1.072
"SKU-108",2025-04-21,101,0,1.106
"SKU-108",2025-04-28,83,0,1.139
"SKU-108",2025-05-05,73,0,1.17
"SKU-108",2025-05-12,109,0,1.199
"SKU-108",2025-05-19,111,0,1.225
"SKU-108",2025-05-26,286,1,1.247
"SKU-108",2025-06-02,88,0,1.266
"SKU-108",2025-06-09,92,0,1.281
"SKU-108",2025-06-16,123,0,1.291
"SKU-108",2025-06-23,101,0,1.298
"SKU-108",2025-06-30,102,0,1.3
"SKU-108",2025-07-07,181,1,1.298
"SKU-108",2025-07-14,99,0,1.291
"SKU-108",2025-07-21,220,1,1.281
"SKU-108",2025-07-28,81,0,1.266
"SKU-108",2025-08-04,97,0,1.247
"SKU-108",2025-08-11,115,0,1.225
"SKU-108",2025-08-18,73,0,1.199
"SKU-108",2025-08-25,93,0,1.17
"SKU-108",2025-09-01,67,0,1.139
"SKU-108",2025-09-08,77,0,1.106
"SKU-108",2025-09-15,117,0,1.072
"SKU-108",2025-09-22,76,0,1.036
"SKU-108",2025-09-29,65,0,1
"SKU-108",2025-10-06,82,0,0.964
"SKU-108",2025-10-13,213,1,0.928
"SKU-108",2025-10-20,51,0,0.894
"SKU-108",2025-10-27,71,0,0.861
"SKU-108",2025-11-03,79,0,0.83
"SKU-108",2025-11-10,58,0,0.801
"SKU-108",2025-11-17,51,0,0.775
"SKU-108",2025-11-24,73,0,0.753
"SKU-108",2025-12-01,69,0,1.234
"SKU-108",2025-12-08,118,0,1.219
"SKU-108",2025-12-15,107,0,1.209
"SKU-108",2025-12-22,96,0,1.202
"SKU-108",2025-12-29,97,0,1.2
"SKU-109",2025-01-06,4,0,0.702
"SKU-109",2025-01-13,18,1,0.709
"SKU-109",2025-01-20,86,0,0.719
"SKU-109",2025-01-27,2,0,0.734
"SKU-109",2025-02-03,192,0,0.753
"SKU-109",2025-02-10,110,0,0.775
"SKU-109",2025-02-17,7,0,0.801
"SKU-109",2025-02-24,6,0,0.83
"SKU-109",2025-03-03,40,0,0.861
"SKU-109",2025-03-10,134,0,0.894
"SKU-109",2025-03-17,49,0,0.928
"SKU-109",2025-03-24,21,0,0.964
"SKU-109",2025-03-31,37,0,1
"SKU-109",2025-04-07,12,1,1.036
"SKU-109",2025-04-14,29,0,1.072
"SKU-109",2025-04-21,71,0,1.106
"SKU-109",2025-04-28,192,0,1.139
"SKU-109",2025-05-05,96,0,1.17
"SKU-109",2025-05-12,0,0,1.199
"SKU-109",2025-05-19,11,0,1.225
"SKU-109",2025-05-26,19,0,1.247
"SKU-109",2025-06-02,1,0,1.266
"SKU-109",2025-06-09,143,1,1.281
"SKU-109",2025-06-16,94,0,1.291
"SKU-109",2025-06-23,151,0,1.298
"SKU-109",2025-06-30,0,0,1.3
"SKU-109",2025-07-07,38,0,1.298
"SKU-109",2025-07-14,72,0,1.291
"SKU-109",2025-07-21,40,0,1.281
"SKU-109",2025-07-28,0,0,1.266
"SKU-109",2025-08-04,71,0,1.247
"SKU-109",2025-08-11,0,0,1.225
"SKU-109",2025-08-18,146,0,1.199
"SKU-109",2025-08-25,45,0,1.17
"SKU-109",2025-09-01,327,0,1.139
"SKU-109",2025-09-08,0,0,1.106
"SKU-109",2025-09-15,29,0,1.072
"SKU-109",2025-09-22,0,0,1.036
"SKU-109",2025-09-29,15,0,1
"SKU-109",2025-10-06,0,0,0.964
"SKU-109",2025-10-13,0,0,0.928
"SKU-109",2025-10-20,0,0,0.894
"SKU-109",2025-10-27,0,0,0.861
"SKU-109",2025-11-03,18,1,0.83
"SKU-109",2025-11-10,7,0,0.801
"SKU-109",2025-11-17,111,0,0.775
"SKU-109",2025-11-24,187,0,0.753
"SKU-109",2025-12-01,0,0,1.234
"SKU-109",2025-12-08,13,0,1.219
"SKU-109",2025-12-15,9,0,1.209
"SKU-109",2025-12-22,123,0,1.202
"SKU-109",2025-12-29,0,0,1.2
"SKU-110",2025-01-06,0,0,0.702
"SKU-110",2025-01-13,0,1,0.709
"SKU-110",2025-01-20,0,0,0.719
"SKU-110",2025-01-27,0,0,0.734
"SKU-110",2025-02-03,105,0,0.753
"SKU-110",2025-02-10,0,0,0.775
"SKU-110",2025-02-17,27,0,0.801
"SKU-110",2025-02-24,714,0,0.83
"SKU-110",2025-03-03,0,0,0.861
"SKU-110",2025-03-10,15,0,0.894
"SKU-110",2025-03-17,43,0,0.928
"SKU-110",2025-03-24,35,0,0.964
"SKU-110",2025-03-31,139,0,1
"SKU-110",2025-04-07,119,0,1.036
"SKU-110",2025-04-14,15,0,1.072
"SKU-110",2025-04-21,3,0,1.106
"SKU-110",2025-04-28,610,0,1.139
"SKU-110",2025-05-05,0,0,1.17
"SKU-110",2025-05-12,0,0,1.199
"SKU-110",2025-05-19,64,1,1.225
"SKU-110",2025-05-26,315,0,1.247
"SKU-110",2025-06-02,0,0,1.266
"SKU-110",2025-06-09,0,1,1.281
"SKU-110",2025-06-16,0,0,1.291
"SKU-110",2025-06-23,3,0,1.298
"SKU-110",2025-06-30,215,0,1.3
"SKU-110",2025-07-07,0,0,1.298
"SKU-110",2025-07-14,146,1,1.291
"SKU-110",2025-07-21,0,0,1.281
"SKU-110",2025-07-28,0,0,1.266
"SKU-110",2025-08-04,66,0,1.247
"SKU-110",2025-08-11,0,0,1.225
"SKU-110",2025-08-18,6,0,1.199
"SKU-110",2025-08-25,0,0,1.17
"SKU-110",2025-09-01,540,0,1.139
"SKU-110",2025-09-08,70,0,1.106
"SKU-110",2025-09-15,370,0,1.072
"SKU-110",2025-09-22,84,0,1.036
"SKU-110",2025-09-29,76,0,1
"SKU-110",2025-10-06,26,0,0.964
"SKU-110",2025-10-13,0,0,0.928
"SKU-110",2025-10-20,0,0,0.894
"SKU-110",2025-10-27,13,0,0.861
"SKU-110",2025-11-03,26,0,0.83
"SKU-110",2025-11-10,71,0,0.801
"SKU-110",2025-11-17,2,0,0.775
"SKU-110",2025-11-24,0,0,0.753
"SKU-110",2025-12-01,1362,1,1.234
"SKU-110",2025-12-08,9,0,1.219
"SKU-110",2025-12-15,24,0,1.209
"SKU-110",2025-12-22,607,0,1.202
"SKU-110",2025-12-29,669,1,1.2
"SKU-111",2025-01-06,0,0,0.702
"SKU-111",2025-01-13,13,0,0.709
"SKU-111",2025-01-20,0,1,0.719
"SKU-111",2025-01-27,0,1,0.734
"SKU-111",2025-02-03,0,1,0.753
"SKU-111",2025-02-10,0,0,0.775
"SKU-111",2025-02-17,0,0,0.801
"SKU-111",2025-02-24,0,0,0.83
"SKU-111",2025-03-03,0,0,0.861
"SKU-111",2025-03-10,35,1,0.894
"SKU-111",2025-03-17,0,0,0.928
"SKU-111",2025-03-24,9,0,0.964
"SKU-111",2025-03-31,0,0,1
"SKU-111",2025-04-07,0,0,1.036
"SKU-111",2025-04-14,0,0,1.072
"SKU-111",2025-04-21,0,0,1.106
"SKU-111",2025-04-28,0,0,1.139
"SKU-111",2025-05-05,104,0,1.17
"SKU-111",2025-05-12,8,0,1.199
"SKU-111",2025-05-19,7,0,1.225
"SKU-111",2025-05-26,39,0,1.247
"SKU-111",2025-06-02,0,1,1.266
"SKU-111",2025-06-09,0,0,1.281
"SKU-111",2025-06-16,0,0,1.291
"SKU-111",2025-06-23,0,0,1.298
"SKU-111",2025-06-30,0,0,1.3
"SKU-111",2025-07-07,0,1,1.298
"SKU-111",2025-07-14,0,0,1.291
"SKU-111",2025-07-21,0,0,1.281
"SKU-111",2025-07-28,0,0,1.266
"SKU-111",2025-08-04,33,0,1.247
"SKU-111",2025-08-11,0,0,1.225
"SKU-111",2025-08-18,0,0,1.199
"SKU-111",2025-08-25,0,0,1.17
"SKU-111",2025-09-01,0,0,1.139
"SKU-111",2025-09-08,0,0,1.106
"SKU-111",2025-09-15,0,0,1.072
"SKU-111",2025-09-22,0,0,1.036
"SKU-111",2025-09-29,0,0,1
"SKU-111",2025-10-06,0,0,0.964
"SKU-111",2025-10-13,0,1,0.928
"SKU-111",2025-10-20,0,0,0.894
"SKU-111",2025-10-27,0,0,0.861
"SKU-111",2025-11-03,0,0,0.83
"SKU-111",2025-11-10,0,1,0.801
"SKU-111",2025-11-17,0,0,0.775
"SKU-111",2025-11-24,0,0,0.753
"SKU-111",2025-12-01,0,0,1.234
"SKU-111",2025-12-08,27,0,1.219
"SKU-111",2025-12-15,15,0,1.209
"SKU-111",2025-12-22,0,0,1.202
"SKU-111",2025-12-29,17,0,1.2
"SKU-112",2025-01-06,8,0,0.702
"SKU-112",2025-01-13,28,0,0.709
"SKU-112",2025-01-20,2,0,0.719
"SKU-112",2025-01-27,6,0,0.734
"SKU-112",2025-02-03,3,0,0.753
"SKU-112",2025-02-10,3,0,0.775
"SKU-112",2025-02-17,20,0,0.801
"SKU-112",2025-02-24,14,0,0.83
"SKU-112",2025-03-03,40,0,0.861
"SKU-112",2025-03-10,44,0,0.894
"SKU-112",2025-03-17,9,0,0.928
"SKU-112",2025-03-24,44,0,0.964
"SKU-112",2025-03-31,11,0,1
"SKU-112",2025-04-07,120,1,1.036
"SKU-112",2025-04-14,5,0,1.072
"SKU-112",2025-04-21,67,0,1.106
"SKU-112",2025-04-28,56,0,1.139
"SKU-112",2025-05-05,87,0,1.17
"SKU-112",2025-05-12,20,0,1.199
"SKU-112",2025-05-19,25,0,1.225
"SKU-112",2025-05-26,34,0,1.247
"SKU-112",2025-06-02,15,1,1.266
"SKU-112",2025-06-09,31,0,1.281
"SKU-112",2025-06-16,14,0,1.291
"SKU-112",2025-06-23,0,0,1.298
"SKU-112",2025-06-30,102,0,1.3
"SKU-112",2025-07-07,20,0,1.298
"SKU-112",2025-07-14,59,1,1.291
"SKU-112",2025-07-21,7,0,1.281
"SKU-112",2025-07-28,12,0,1.266
"SKU-112",2025-08-04,22,0,1.247
"SKU-112",2025-08-11,29,0,1.225
"SKU-112",2025-08-18,0,0,1.199
"SKU-112",2025-08-25,18,0,1.17
"SKU-112",2025-09-01,6,0,1.139
"SKU-112",2025-09-08,8,0,1.106
"SKU-112",2025-09-15,44,0,1.072
"SKU-112",2025-09-22,4,0,1.036
"SKU-112",2025-09-29,11,0,1
"SKU-112",2025-10-06,25,0,0.964
"SKU-112",2025-10-13,11,0,0.928
"SKU-112",2025-10-20,45,1,0.894
"SKU-112",2025-10-27,0,1,0.861
"SKU-112",2025-11-03,10,0,0.83
"SKU-112",2025-11-10,10,0,0.801
"SKU-112",2025-11-17,0,0,0.775
"SKU-112",2025-11-24,29,0,0.753
"SKU-112",2025-12-01,147,0,1.234
"SKU-112",2025-12-08,29,0,1.219
"SKU-112",2025-12-15,22,1,1.209
"SKU-112",2025-12-22,0,0,1.202
"SKU-112",2025-12-29,0,0,1.2
"SKU-113",2025-01-06,0,0,0.702
"SKU-113",2025-01-13,0,0,0.709
"SKU-113",2025-01-20,0,0,0.719
"SKU-113",2025-01-27,44,0,0.734
"SKU-113",2025-02-03,0,0,0.753
"SKU-113",2025-02-10,0,0,0.775
"SKU-113",2025-02-17,34,0,0.801
"SKU-113",2025-02-24,32,0,0.83
"SKU-113",2025-03-03,0,0,0.861
"SKU-113",2025-03-10,43,0,0.894
"SKU-113",2025-03-17,0,0,0.928
"SKU-113",2025-03-24,0,0,0.964
"SKU-113",2025-03-31,23,0,1
"SKU-113",2025-04-07,0,0,1.036
"SKU-113",2025-04-14,0,0,1.072
"SKU-113",2025-04-21,0,0,1.106
"SKU-113",2025-04-28,0,0,1.139
"SKU-113",2025-05-05,0,0,1.17
"SKU-113",2025-05-12,18,0,1.199
"SKU-113",2025-05-19,0,0,1.225
"SKU-113",2025-05-26,0,0,1.247
"SKU-113",2025-06-02,0,0,1.266
"SKU-113",2025-06-09,0,0,1.281
"SKU-113",2025-06-16,0,0,1.291
"SKU-113",2025-06-23,12,0,1.298
"SKU-113",2025-06-30,0,0,1.3
"SKU-113",2025-07-07,0,1,1.298
"SKU-113",2025-07-14,0,1,1.291
"SKU-113",2025-07-21,92,0,1.281
"SKU-113",2025-07-28,0,0,1.266
"SKU-113",2025-08-04,0,0,1.247
"SKU-113",2025-08-11,0,0,1.225
"SKU-113",2025-08-18,0,0,1.199
"SKU-113",2025-08-25,28,0,1.17
"SKU-113",2025-09-01,0,0,1.139
"SKU-113",2025-09-08,94,0,1.106
"SKU-113",2025-09-15,0,0,1.072
"SKU-113",2025-09-22,0,0,1.036
"SKU-113",2025-09-29,33,0,1
"SKU-113",2025-10-06,0,0,0.964
"SKU-113",2025-10-13,11,0,0.928
"SKU-113",2025-10-20,0,0,0.894
"SKU-113",2025-10-27,0,0,0.861
"SKU-113",2025-11-03,0,0,0.83
"SKU-113",2025-11-10,41,0,0.801
"SKU-113",2025-11-17,150,0,0.775
"SKU-113",2025-11-24,25,0,0.753
"SKU-113",2025-12-01,31,0,1.234
"SKU-113",2025-12-08,32,0,1.219
"SKU-113",2025-12-15,0,0,1.209
"SKU-113",2025-12-22,19,0,1.202
"SKU-113",2025-12-29,26,0,1.2
"SKU-114",2025-01-06,27,0,0.702
"SKU-114",2025-01-13,0,0,0.709
"SKU-114",2025-01-20,0,0,0.719
"SKU-114",2025-01-27,0,0,0.734
"SKU-114",2025-02-03,10,0,0.753
"SKU-114",2025-02-10,0,0,0.775
"SKU-114",2025-02-17,0,0,0.801
"SKU-114",2025-02-24,0,0,0.83
"SKU-114",2025-03-03,0,0,0.861
"SKU-114",2025-03-10,18,0,0.894
"SKU-114",2025-03-17,71,1,0.928
"SKU-114",2025-03-24,0,0,0.964
"SKU-114",2025-03-31,11,0,1
"SKU-114",2025-04-07,0,0,1.036
"SKU-114",2025-04-14,0,0,1.072
"SKU-114",2025-04-21,0,0,1.106
"SKU-114",2025-04-28,0,0,1.139
"SKU-114",2025-05-05,25,0,1.17
"SKU-114",2025-05-12,0,0,1.199
"SKU-114",2025-05-19,0,0,1.225
"SKU-114",2025-05-26,12,0,1.247
"SKU-114",2025-06-02,0,0,1.266
"SKU-114",2025-06-09,0,0,1.281
"SKU-114",2025-06-16,0,0,1.291
"SKU-114",2025-06-23,0,0,1.298
"SKU-114",2025-06-30,0,0,1.3
"SKU-114",2025-07-07,39,0,1.298
"SKU-114",2025-07-14,32,1,1.291
"SKU-114",2025-07-21,19,0,1.281
"SKU-114",2025-07-28,0,0,1.266
"SKU-114",2025-08-04,0,0,1.247
"SKU-114",2025-08-11,0,0,1.225
"SKU-114",2025-08-18,17,0,1.199
"SKU-114",2025-08-25,0,0,1.17
"SKU-114",2025-09-01,0,0,1.139
"SKU-114",2025-09-08,0,0,1.106
"SKU-114",2025-09-15,0,0,1.072
"SKU-114",2025-09-22,0,0,1.036
"SKU-114",2025-09-29,0,0,1
"SKU-114",2025-10-06,0,1,0.964
"SKU-114",2025-10-13,0,0,0.928
"SKU-114",2025-10-20,0,0,0.894
"SKU-114",2025-10-27,0,0,0.861
"SKU-114",2025-11-03,0,0,0.83
"SKU-114",2025-11-10,0,0,0.801
"SKU-114",2025-11-17,0,0,0.775
"SKU-114",2025-11-24,0,0,0.753
"SKU-114",2025-12-01,19,0,1.234
"SKU-114",2025-12-08,11,0,1.219
"SKU-114",2025-12-15,0,1,1.209
"SKU-114",2025-12-22,0,0,1.202
"SKU-114",2025-12-29,0,0,1.2
"SKU-115",2025-01-06,0,1,0.702
"SKU-115",2025-01-13,0,0,0.709
"SKU-115",2025-01-20,0,0,0.719
"SKU-115",2025-01-27,5,0,0.734
"SKU-115",2025-02-03,0,0,0.753
"SKU-115",2025-02-10,0,0,0.775
"SKU-115",2025-02-17,0,0,0.801
"SKU-115",2025-02-24,0,0,0.83
"SKU-115",2025-03-03,25,0,0.861
"SKU-115",2025-03-10,0,0,0.894
"SKU-115",2025-03-17,0,0,0.928
"SKU-115",2025-03-24,4,0,0.964
"SKU-115",2025-03-31,0,0,1
"SKU-115",2025-04-07,0,0,1.036
"SKU-115",2025-04-14,0,0,1.072
"SKU-115",2025-04-21,0,1,1.106
"SKU-115",2025-04-28,4,0,1.139
"SKU-115",2025-05-05,0,0,1.17
"SKU-115",2025-05-12,22,0,1.199
"SKU-115",2025-05-19,0,0,1.225
"SKU-115",2025-05-26,0,0,1.247
"SKU-115",2025-06-02,0,0,1.266
"SKU-115",2025-06-09,0,0,1.281
"SKU-115",2025-06-16,22,0,1.291
"SKU-115",2025-06-23,0,0,1.298
"SKU-115",2025-06-30,0,1,1.3
"SKU-115",2025-07-07,19,0,1.298
"SKU-115",2025-07-14,6,0,1.291
"SKU-115",2025-07-21,0,0,1.281
"SKU-115",2025-07-28,0,1,1.266
"SKU-115",2025-08-04,0,0,1.247
"SKU-115",2025-08-11,24,0,1.225
"SKU-115",2025-08-18,4,0,1.199
"SKU-115",2025-08-25,4,0,1.17
"SKU-115",2025-09-01,15,0,1.139
"SKU-115",2025-09-08,7,0,1.106
"SKU-115",2025-09-15,0,0,1.072
"SKU-115",2025-09-22,0,0,1.036
"SKU-115",2025-09-29,0,0,1
"SKU-115",2025-10-06,0,0,0.964
"SKU-115",2025-10-13,0,0,0.928
"SKU-115",2025-10-20,0,0,0.894
"SKU-115",2025-10-27,24,1,0.861
"SKU-115",2025-11-03,39,0,0.83
"SKU-115",2025-11-10,8,0,0.801
"SKU-115",2025-11-17,11,0,0.775
"SKU-115",2025-11-24,0,0,0.753
"SKU-115",2025-12-01,0,0,1.234
"SKU-115",2025-12-08,0,0,1.219
"SKU-115",2025-12-15,3,0,1.209
"SKU-115",2025-12-22,0,0,1.202
"SKU-115",2025-12-29,0,0,1.2
"SKU-116",2025-01-06,64,0,0.702
"SKU-116",2025-01-13,0,0,0.709
"SKU-116",2025-01-20,0,0,0.719
"SKU-116",2025-01-27,151,0,0.734
"SKU-116",2025-02-03,0,0,0.753
"SKU-116",2025-02-10,84,0,0.775
"SKU-116",2025-02-17,0,0,0.801
"SKU-116",2025-02-24,0,0,0.83
"SKU-116",2025-03-03,0,0,0.861
"SKU-116",2025-03-10,0,0,0.894
"SKU-116",2025-03-17,0,0,0.928
"SKU-116",2025-03-24,0,0,0.964
"SKU-116",2025-03-31,0,0,1
"SKU-116",2025-04-07,0,0,1.036
"SKU-116",2025-04-14,133,0,1.072
"SKU-116",2025-04-21,0,0,1.106
"SKU-116",2025-04-28,0,0,1.139
"SKU-116",2025-05-05,0,0,1.17
"SKU-116",2025-05-12,145,0,1.199
"SKU-116",2025-05-19,39,1,1.225
"SKU-116",2025-05-26,0,0,1.247
"SKU-116",2025-06-02,18,0,1.266
"SKU-116",2025-06-09,0,0,1.281
"SKU-116",2025-06-16,0,0,1.291
"SKU-116",2025-06-23,0,0,1.298
"SKU-116",2025-06-30,0,0,1.3
"SKU-116",2025-07-07,0,0,1.298
"SKU-116",2025-07-14,0,0,1.291
"SKU-116",2025-07-21,79,0,1.281
"SKU-116",2025-07-28,0,0,1.266
"SKU-116",2025-08-04,0,0,1.247
"SKU-116",2025-08-11,0,0,1.225
"SKU-116",2025-08-18,84,1,1.199
"SKU-116",2025-08-25,0,0,1.17
"SKU-116",2025-09-01,70,0,1.139
"SKU-116",2025-09-08,0,0,1.106
"SKU-116",2025-09-15,0,0,1.072
"SKU-116",2025-09-22,0,0,1.036
"SKU-116",2025-09-29,0,1,1
"SKU-116",2025-10-06,0,0,0.964
"SKU-116",2025-10-13,47,0,0.928
"SKU-116",2025-10-20,169,0,0.894
"SKU-116",2025-10-27,0,0,0.861
"SKU-116",2025-11-03,0,0,0.83
"SKU-116",2025-11-10,0,0,0.801
"SKU-116",2025-11-17,0,0,0.775
"SKU-116",2025-11-24,72,0,0.753
"SKU-116",2025-12-01,0,0,1.234
"SKU-116",2025-12-08,72,0,1.219
"SKU-116",2025-12-15,0,0,1.209
"SKU-116",2025-12-22,0,0,1.202
"SKU-116",2025-12-29,0,0,1.2
"SKU-117",2025-01-06,18,0,0.702
"SKU-117",2025-01-13,0,0,0.709
"SKU-117",2025-01-20,0,0,0.719
"SKU-117",2025-01-27,0,0,0.734
"SKU-117",2025-02-03,0,0,0.753
"SKU-117",2025-02-10,28,0,0.775
"SKU-117",2025-02-17,42,1,0.801
"SKU-117",2025-02-24,0,0,0.83
"SKU-117",2025-03-03,0,0,0.861
"SKU-117",2025-03-10,19,0,0.894
"SKU-117",2025-03-17,51,0,0.928
"SKU-117",2025-03-24,0,0,0.964
"SKU-117",2025-03-31,0,1,1
"SKU-117",2025-04-07,0,1,1.036
"SKU-117",2025-04-14,82,0,1.072
"SKU-117",2025-04-21,0,0,1.106
"SKU-117",2025-04-28,54,0,1.139
"SKU-117",2025-05-05,0,0,1.17
"SKU-117",2025-05-12,66,0,1.199
"SKU-117",2025-05-19,0,0,1.225
"SKU-117",2025-05-26,215,1,1.247
"SKU-117",2025-06-02,0,0,1.266
"SKU-117",2025-06-09,61,0,1.281
"SKU-117",2025-06-16,0,0,1.291
"SKU-117",2025-06-23,56,0,1.298
"SKU-117",2025-06-30,0,0,1.3
"SKU-117",2025-07-07,0,0,1.298
"SKU-117",2025-07-14,44,0,1.291
"SKU-117",2025-07-21,36,0,1.281
"SKU-117",2025-07-28,0,1,1.266
"SKU-117",2025-08-04,0,0,1.247
"SKU-117",2025-08-11,0,0,1.225
"SKU-117",2025-08-18,55,0,1.199
"SKU-117",2025-08-25,28,0,1.17
